Date,Open,High,Low,Close,Adj Close,Volume
2018-04-05,283.000000,286.700012,283.000000,286.250000,286.250000,1055101
2018-04-06,286.000000,286.000000,283.299988,283.950012,283.950012,675853
2018-04-09,284.700012,286.049988,283.250000,285.049988,285.049988,1119910
2018-04-10,280.600006,288.399994,277.750000,286.000000,286.000000,4377685
2018-04-11,288.000000,289.200012,283.850006,285.700012,285.700012,1300675
2018-04-12,286.299988,290.500000,285.100006,286.850006,286.850006,2246208
2018-04-13,289.500000,294.950012,286.850006,294.149994,294.149994,3184290
2018-04-16,289.000000,294.000000,287.450012,289.899994,289.899994,2346056
2018-04-17,288.100006,288.799988,283.299988,284.750000,284.750000,2195268
2018-04-18,288.200012,293.799988,286.500000,292.649994,292.649994,2650004
2018-04-19,293.000000,293.799988,289.649994,292.450012,292.450012,957095
2018-04-20,294.799988,300.000000,293.899994,298.049988,298.049988,3351507
2018-04-23,299.799988,301.000000,293.799988,297.350006,297.350006,3997685
2018-04-24,294.399994,295.649994,286.149994,286.950012,286.950012,3541285
2018-04-25,287.899994,293.799988,283.149994,287.149994,287.149994,6448168
2018-04-26,275.000000,283.000000,274.000000,281.350006,281.350006,9581301
2018-04-27,276.399994,279.299988,274.350006,276.149994,276.149994,2444786
2018-04-30,276.149994,282.350006,276.100006,278.750000,278.750000,2118289
2018-05-02,279.000000,279.000000,274.350006,275.549988,275.549988,2383103
2018-05-03,275.000000,275.750000,269.549988,271.450012,271.450012,3356041
2018-05-04,272.500000,272.649994,264.049988,269.899994,269.899994,3096047
2018-05-07,270.000000,275.649994,267.200012,274.750000,274.750000,1974705
2018-05-08,275.200012,275.950012,270.000000,272.750000,272.750000,1957943
2018-05-09,273.000000,274.399994,269.600006,270.250000,270.250000,1937183
2018-05-10,270.899994,271.600006,268.399994,270.450012,270.450012,1803253
2018-05-11,271.500000,273.600006,268.299988,272.649994,272.649994,1523645
