Date,Open,High,Low,Close,Adj Close,Volume
2018-04-05,498.399994,504.649994,495.200012,503.100006,503.100006,6682566
2018-04-06,502.950012,502.950012,495.200012,500.200012,500.200012,3812133
2018-04-09,502.200012,522.000000,501.200012,519.299988,519.299988,8708770
2018-04-10,523.000000,549.700012,521.400024,546.150024,546.150024,21689156
2018-04-11,550.099976,551.000000,534.000000,539.799988,539.799988,9261807
2018-04-12,537.299988,550.000000,534.849976,548.750000,548.750000,8021652
2018-04-13,550.000000,555.549988,535.750000,542.549988,542.549988,8788919
2018-04-16,541.500000,543.799988,530.349976,542.400024,542.400024,6418203
2018-04-17,544.950012,544.950012,530.250000,532.400024,532.400024,5541004
2018-04-18,535.500000,535.500000,516.500000,518.250000,518.250000,7131174
2018-04-19,521.000000,521.450012,509.100006,512.900024,512.900024,10559623
2018-04-20,513.500000,513.849976,503.000000,505.700012,505.700012,4437940
2018-04-23,508.399994,511.200012,500.000000,506.200012,506.200012,4766412
2018-04-24,506.000000,514.750000,503.350006,504.850006,504.850006,4564259
2018-04-25,506.000000,506.000000,496.299988,498.399994,498.399994,4608455
2018-04-26,496.750000,501.049988,483.299988,493.750000,493.750000,14919977
2018-04-27,481.250000,543.099976,481.250000,539.200012,539.200012,58859461
2018-04-30,535.799988,536.099976,513.400024,517.299988,517.299988,18357008
2018-05-02,518.500000,527.950012,515.400024,523.750000,523.750000,25195767
2018-05-03,522.000000,538.799988,522.000000,533.400024,533.400024,12001916
2018-05-04,533.900024,533.900024,519.049988,520.299988,520.299988,5929870
2018-05-07,523.750000,537.900024,523.000000,536.099976,536.099976,6792091
2018-05-08,536.650024,547.500000,533.450012,542.250000,542.250000,12028184
2018-05-09,543.099976,549.650024,537.049988,548.500000,548.500000,7556830
2018-05-10,548.500000,554.000000,542.950012,547.650024,547.650024,11415139
2018-05-11,548.599976,556.500000,545.500000,553.299988,553.299988,4958696
