Date,Open,High,Low,Close,Adj Close,Volume
2018-04-05,970.000000,984.200012,956.549988,962.049988,959.958801,1402542
2018-04-06,972.000000,972.000000,950.599976,952.650024,950.579285,1257905
2018-04-09,954.299988,962.650024,948.000000,953.250000,951.177979,854036
2018-04-10,953.099976,961.950012,943.549988,948.450012,946.388428,1215886
2018-04-11,955.000000,977.700012,951.349976,967.299988,965.197388,1858482
2018-04-12,967.950012,1013.000000,967.299988,1010.049988,1007.854492,4091383
2018-04-13,1014.500000,1020.000000,988.250000,991.250000,989.095337,3180555
2018-04-16,979.000000,1006.750000,976.099976,999.900024,997.726563,1912264
2018-04-17,997.049988,1016.000000,997.049988,1011.000000,1008.802429,1864953
2018-04-18,1014.900024,1015.799988,993.000000,996.849976,994.683167,1004131
2018-04-19,1005.000000,1021.500000,999.000000,1018.549988,1016.335999,1150814
2018-04-20,1020.000000,1074.199951,1019.900024,1062.349976,1060.040771,4745299
2018-04-23,1062.000000,1108.000000,1055.000000,1088.000000,1085.635010,4543462
2018-04-24,1084.900024,1099.750000,1058.099976,1061.949951,1059.641602,1996809
2018-04-25,1061.849976,1081.500000,1046.000000,1068.800049,1066.476807,1501140
2018-04-26,1056.000000,1088.349976,1051.650024,1077.300049,1074.958374,3026106
2018-04-27,1077.000000,1090.650024,1035.000000,1041.650024,1039.385864,2382304
2018-04-30,1048.900024,1079.000000,1045.050049,1052.750000,1050.461670,1573833
2018-05-02,1050.000000,1051.949951,995.500000,1000.500000,998.325256,7507479
2018-05-03,997.000000,997.000000,920.000000,925.700012,923.687866,7638012
2018-05-04,922.950012,944.000000,907.700012,929.849976,927.828796,4182503
2018-05-07,936.799988,940.650024,921.049988,928.200012,926.182434,1288421
2018-05-08,930.200012,933.000000,907.099976,920.099976,918.099976,2040134
2018-05-09,924.000000,936.650024,920.799988,927.500000,927.500000,1378640
2018-05-10,932.900024,937.900024,926.099976,930.200012,930.200012,1870739
2018-05-11,931.200012,938.250000,931.099976,932.849976,932.849976,1058701
