Date,Open,High,Low,Close,Adj Close,Volume
2018-04-05,1901.300049,1914.000000,1890.199951,1908.900024,1908.900024,1214713
2018-04-06,1912.199951,1926.449951,1905.800049,1923.400024,1923.400024,930002
2018-04-09,1918.800049,1942.000000,1916.400024,1939.050049,1939.050049,1000884
2018-04-10,1943.000000,1943.000000,1913.500000,1920.849976,1920.849976,1516809
2018-04-11,1915.900024,1920.000000,1905.400024,1918.849976,1918.849976,717703
2018-04-12,1916.000000,1932.900024,1905.900024,1928.800049,1928.800049,1178129
2018-04-13,1928.000000,1940.000000,1919.099976,1925.000000,1925.000000,824293
2018-04-16,1920.000000,1950.000000,1919.849976,1942.099976,1942.099976,711936
2018-04-17,1943.500000,1951.000000,1934.099976,1948.500000,1948.500000,666958
2018-04-18,1951.000000,1953.500000,1930.050049,1932.599976,1932.599976,678180
2018-04-19,1940.000000,1944.800049,1933.000000,1939.000000,1939.000000,792258
2018-04-20,1941.000000,1961.000000,1932.150024,1955.900024,1955.900024,2340345
2018-04-23,1979.000000,1979.000000,1860.300049,1935.750000,1935.750000,3826155
2018-04-24,1935.000000,1948.050049,1926.000000,1935.000000,1935.000000,1259354
2018-04-25,1927.900024,1938.000000,1912.000000,1920.750000,1920.750000,1005148
2018-04-26,1916.800049,1939.199951,1911.250000,1930.250000,1930.250000,1961870
2018-04-27,1933.000000,1935.500000,1912.500000,1923.400024,1923.400024,1444252
2018-04-30,1930.000000,1954.800049,1928.800049,1944.300049,1944.300049,1152388
2018-05-02,1950.000000,1978.000000,1946.000000,1969.500000,1969.500000,1775012
2018-05-03,1968.050049,1974.900024,1946.000000,1967.900024,1967.900024,1038193
2018-05-04,1970.000000,1990.000000,1966.300049,1988.500000,1988.500000,1720359
2018-05-07,1981.650024,1987.300049,1975.000000,1977.400024,1977.400024,1316032
2018-05-08,1979.250000,1979.900024,1954.599976,1967.050049,1967.050049,1775141
2018-05-09,1956.150024,1980.500000,1956.150024,1978.400024,1978.400024,1081833
2018-05-10,1988.599976,1999.000000,1982.000000,1992.699951,1992.699951,1792908
2018-05-11,1992.699951,2017.000000,1986.000000,2011.750000,2011.750000,1514267
