Date,Open,High,Low,Close,Adj Close,Volume
2018-04-05,1832.699951,1841.599976,1812.000000,1836.949951,1836.949951,613812
2018-04-06,1837.900024,1838.949951,1814.000000,1824.150024,1824.150024,498517
2018-04-09,1829.900024,1869.199951,1826.199951,1860.099976,1860.099976,1148635
2018-04-10,1865.000000,1870.000000,1845.000000,1847.949951,1847.949951,610933
2018-04-11,1850.000000,1860.099976,1838.050049,1855.750000,1855.750000,470440
2018-04-12,1852.000000,1864.500000,1846.250000,1857.800049,1857.800049,403510
2018-04-13,1857.000000,1871.900024,1842.849976,1861.300049,1861.300049,408479
2018-04-16,1858.800049,1872.750000,1852.650024,1864.650024,1864.650024,636242
2018-04-17,1864.650024,1878.349976,1855.650024,1866.849976,1866.849976,405779
2018-04-18,1871.000000,1873.199951,1836.000000,1843.599976,1843.599976,576214
2018-04-19,1853.000000,1868.949951,1802.349976,1832.949951,1832.949951,2259972
2018-04-20,1844.000000,1844.000000,1801.099976,1812.849976,1812.849976,1819822
2018-04-23,1814.400024,1885.400024,1808.800049,1874.400024,1874.400024,1620444
2018-04-24,1878.900024,1887.900024,1855.599976,1877.400024,1877.400024,1109545
2018-04-25,1874.000000,1877.599976,1845.300049,1847.750000,1847.750000,809675
2018-04-26,1850.000000,1900.000000,1844.000000,1881.900024,1881.900024,2077102
2018-04-27,1882.949951,1896.400024,1864.000000,1884.699951,1884.699951,567026
2018-04-30,1881.000000,1903.199951,1880.000000,1898.000000,1898.000000,466913
2018-05-02,1895.000000,1899.449951,1861.699951,1868.300049,1868.300049,1320018
2018-05-03,1863.000000,1884.000000,1851.099976,1878.150024,1878.150024,1200445
2018-05-04,1878.500000,1898.000000,1870.300049,1891.150024,1891.150024,752654
2018-05-07,1893.500000,1900.050049,1881.000000,1889.800049,1889.800049,2126759
2018-05-08,1892.099976,1893.000000,1843.000000,1869.599976,1869.599976,1401495
2018-05-09,1869.599976,1890.000000,1860.250000,1879.099976,1879.099976,1375815
2018-05-10,1879.099976,1910.949951,1855.000000,1885.349976,1885.349976,2716101
2018-05-11,1890.050049,1897.900024,1873.599976,1894.250000,1894.250000,542105
