Date,Open,High,Low,Close,Adj Close,Volume
2018-04-05,2926.550049,2963.750000,2920.350098,2957.949951,2957.949951,904712
2018-04-06,2954.000000,2960.000000,2926.550049,2950.300049,2950.300049,564509
2018-04-09,2939.699951,2963.500000,2915.000000,2923.899902,2923.899902,617933
2018-04-10,2925.699951,2957.250000,2925.699951,2937.600098,2937.600098,592266
2018-04-11,2950.600098,3025.000000,2945.600098,3014.149902,3014.149902,1562208
2018-04-12,3010.000000,3150.000000,3007.949951,3139.250000,3139.250000,3057180
2018-04-13,3150.000000,3240.800049,3132.100098,3153.300049,3153.300049,4089559
2018-04-16,3116.000000,3199.949951,3110.750000,3187.649902,3187.649902,3135137
2018-04-17,3187.649902,3194.949951,3147.199951,3166.600098,3166.600098,1650862
2018-04-18,3166.000000,3193.449951,3145.850098,3159.100098,3159.100098,1216533
2018-04-19,3179.899902,3217.199951,3165.750000,3191.149902,3191.149902,2410476
2018-04-20,3250.000000,3422.350098,3240.000000,3402.449951,3402.449951,9232831
2018-04-23,3424.000000,3557.899902,3389.550049,3408.649902,3408.649902,7592955
2018-04-24,3410.000000,3443.149902,3342.500000,3385.649902,3385.649902,4157168
2018-04-25,3385.000000,3483.000000,3365.050049,3470.250000,3470.250000,4098287
2018-04-26,3467.000000,3560.000000,3467.000000,3539.250000,3539.250000,6067517
2018-04-27,3525.000000,3544.000000,3420.000000,3451.949951,3451.949951,2250665
2018-04-30,3451.949951,3549.000000,3437.600098,3532.100098,3532.100098,1729279
2018-05-02,3530.500000,3532.199951,3471.300049,3499.750000,3499.750000,1579023
2018-05-03,3509.800049,3526.000000,3470.399902,3481.850098,3481.850098,1880775
2018-05-04,3492.000000,3497.000000,3470.000000,3480.750000,3480.750000,1173622
2018-05-07,3490.000000,3490.000000,3410.899902,3420.949951,3420.949951,1742213
2018-05-08,3434.699951,3486.500000,3396.699951,3441.199951,3441.199951,1496410
2018-05-09,3440.199951,3494.750000,3440.199951,3489.300049,3489.300049,1307525
2018-05-10,3502.949951,3511.149902,3440.199951,3451.250000,3451.250000,1929339
2018-05-11,3454.199951,3485.000000,3442.500000,3456.949951,3456.949951,1313938
