Date,Open,High,Low,Close,Adj Close,Volume
2018-04-05,311.799988,315.600006,307.799988,313.049988,313.049988,11449574
2018-04-06,314.700012,316.000000,311.600006,314.500000,314.500000,8598435
2018-04-09,316.000000,319.899994,314.399994,316.250000,316.250000,14002415
2018-04-10,320.100006,320.500000,315.000000,319.250000,319.250000,9976629
2018-04-11,320.000000,320.000000,310.500000,312.000000,312.000000,9921987
2018-04-12,312.200012,313.350006,308.000000,311.750000,311.750000,11359462
2018-04-13,312.600006,314.450012,305.700012,309.549988,309.549988,12849690
2018-04-16,307.000000,311.100006,306.450012,310.350006,310.350006,10808237
2018-04-17,311.899994,313.350006,307.250000,307.899994,307.899994,12509310
2018-04-18,311.000000,313.700012,308.750000,309.549988,309.549988,11323144
2018-04-19,311.000000,319.500000,309.000000,318.500000,318.500000,13498117
2018-04-20,317.700012,317.700012,306.049988,308.549988,308.549988,21800867
2018-04-23,310.899994,317.000000,309.000000,313.049988,313.049988,10927239
2018-04-24,314.000000,328.799988,314.000000,324.000000,324.000000,24392058
2018-04-25,323.750000,328.500000,317.450012,325.250000,325.250000,15370686
2018-04-26,327.950012,360.250000,323.600006,352.399994,352.399994,62364794
2018-04-27,365.000000,369.000000,345.100006,348.899994,348.899994,52230752
2018-04-30,350.899994,367.200012,350.299988,362.000000,362.000000,28400085
2018-05-02,361.950012,364.700012,351.700012,354.250000,354.250000,13058846
2018-05-03,354.000000,359.250000,346.500000,353.950012,353.950012,15431044
2018-05-04,354.500000,357.750000,344.200012,345.100006,345.100006,12241946
2018-05-07,347.799988,350.000000,342.649994,347.899994,347.899994,6781161
2018-05-08,350.000000,353.950012,340.500000,343.299988,343.299988,11670852
2018-05-09,344.450012,349.750000,343.200012,347.850006,347.850006,9802803
2018-05-10,350.950012,350.950012,342.649994,344.649994,344.649994,7330289
2018-05-11,346.500000,351.799988,341.799988,350.250000,350.250000,7642090
